ima_method_id,ima_method_revision_id,ima_method_assembly_id,ima_level,ima_part_id,ima_part_revision_id,ima_unit_of_measure,ima_part_short_description,ima_part_long_description_text,ima_use_method,ima_source_method_id,ima_source_revision_id,ima_production_notes_text,ima_quantity_per_parent,ima_pull_all_from_stock,ima_documents,ima_created_by,ima_created_date
S038-0441,0,0,1,S038-0441,0,EA,F.8X6-011-IBC-BASE,F.8X6-011-IBC-BASE,FALSE,,,,1,FALSE,5686,,
S038-0442,0,0,1,S038-0442,0,EA,F.8X7-015-IBC-BASE,F.8X7-015-IBC-BASE,FALSE,,,,1,FALSE,5685,,
S038-0435,0,0,1,S038-0435,0,EA,F.5X5-009-IBA,F.5X5-009-IBA,FALSE,,,,1,FALSE,5661,,
S038-0437,0,0,1,S038-0437,0,EA,F.4X3-011.375-IBC,F.4X3-011.375-IBC,FALSE,,,,1,FALSE,5663,,
M030-0332,0,0,1,M030-0332,0,EA,167007406 DROP FLOOR BRACKET LH 6 HOLE,167007406 DROP FLOOR BRACKET LH 6 HOLE,FALSE,,,,1,FALSE,8312,,
M030-0333,0,0,1,M030-0333,0,EA,167007407 DROP FLOOR BRACKET RH 6 HOLE,167007407 DROP FLOOR BRACKET RH 6 HOLE,FALSE,,,,1,FALSE,8313,,
S046-0355,0,0,1,S046-0355,0,EA,"125-025 REDUCER PLATE, FR7-NLA-ADAPTER-PLT-KIT","125-025 REDUCER PLATE, FR7-NLA-ADAPTER-PLT-KIT",FALSE,,,,1,FALSE,15023,,
T049-0007,0,0,1,T049-0007,0,EA,DAMPER ASSEMBLY,DAMPER ASSEMBLY,FALSE,,,,1,FALSE,15011,,
S039-1159,0,0,1,S039-1159,0,EA,22003-141127-OS,22003-141127-OS BAFFLE PLATE,FALSE,,,,1,FALSE,15826,,
S039-1160,0,0,1,S039-1160,0,EA,22003-141134-OS,22003-141134-OS GUIDE VANE,FALSE,,,,1,FALSE,15827,,
S038-0977,0,0,1,S038-0977,0,EA,CLIP-IT10-MODIFIED-7GA,"10"" TIE CLIP 7 GA. 10"" X 4 5/16""",FALSE,,,,1,FALSE,15038,,
S038-0979,0,0,1,S038-0979,0,EA,CLIP-IT8-MODIFIED-7GA,"8"" TIE CLIP 7 GA. 8"" X 4 5/16""",FALSE,,,,1,FALSE,15120,,
S038-0980,0,0,1,S038-0980,0,EA,S.3-07.38X010-267367,"4"" ARM CLIP 1/4"" X 7 3/8"" X 10",FALSE,,,,1,FALSE,15121,,
S038-0985,0,0,1,S038-0985,0,EA,CLIP-DI4-267367,"4"" ARM CLIP 7GA 5 7/8"" X 7 3/8",FALSE,,,,1,FALSE,15175,,
S038-0986,0,0,1,S038-0986,0,EA,CLIP-DI3-267367,"3"" ARM CLIP 7GA 5 7/8"" X 6 3/8",FALSE,,,,1,FALSE,15176,,
Y001-0052,0,0,1,Y001-0052,0,EA,M1274YS-5,M1274YS-5,FALSE,,,,1,FALSE,15177,,
A045-0022,0,0,1,A045-0022,0,EA,100C600BTA2Z,100C600BTA2Z,FALSE,,,,1,FALSE,,,
S038-0984,0,0,1,S038-0984,0,EA,F.3X8-008-FPS3-SB2.5,"FLAT 1/4"" X 8 - 8""",FALSE,,,,1,FALSE,15174,,
S002-1164,0,0,1,S002-1164,0,EA,619037 SHAFT; SERVO; MOUNT; WMT,619037 SHAFT; SERVO; MOUNT; WMT,FALSE,,,,1,FALSE,15185,,
L005-0511,0,0,1,L005-0511,0,EA,REGULATOR USB BRACKET GEN2,REGULATOR USB BRACKET GEN2,FALSE,,,,1,FALSE,5746,,
R024-0012,0,0,1,R024-0012,0,EA,18573 PLATFORM RUNNER RH 7' 200 SERIES,18573 PLATFORM RUNNER RH 7' 200 SERIES,FALSE,,,,1,FALSE,7440,,
R024-0013,0,0,1,R024-0013,0,EA,18576 PLATFORM RUNNER LH 7' 200 SERIES,18576 PLATFORM RUNNER LH 7' 200 SERIES,FALSE,,,,1,FALSE,7441,,
N012-0022,0,0,1,N012-0022,0,EA,"DSC/DOM1 RR LIGHT BAR, NO TOP PLATE","DSC/DOM1 RR LIGHT BAR, NO TOP PLATE",FALSE,,,,1,FALSE,13511,,
M040-0286,0,0,1,M040-0286,0,EA,Outsource 20709-J,DETAIL 8.3,FALSE,,,,1,FALSE,16135,,
S046-0453,0,0,1,S046-0453,0,EA,105-236,"105-236 PANEL, FR5-BOTTOM-CVR-HUGES",FALSE,,,,1,FALSE,16148,,
S038-0468,0,0,1,S038-0468,0,EA,F.8X2-007.375-CHAMF,FLAT 3/4'' X 2'' - 7-3/8'',FALSE,,,,1,FALSE,5861,,
S038-0474,0,0,1,S038-0474,0,EA,S.3-02.13X007-SLG,"SHEET, 1/4"" - 2 1/8"" X 7""",FALSE,,,,1,FALSE,5900,,
P014-0015,0,0,1,P014-0015,0,EA,Z-1882-16,Z-1882-16,FALSE,,,,1,FALSE,14701,,
S038-0596,0,0,1,S038-0596,0,EA,"S.6-03X013-IBC 5/8"" Plate, 3"" x 13""","S.6-03X013-IBC 5/8"" Plate, 3"" x 13""",FALSE,,,,1,FALSE,8596,,
M026-0479,0,0,1,M026-0479,0,EA,15410011-BLK FLAT/DASH (DRAWING# 1505-4100-11S3),BLOWDOWN BKT FLAT/DASH BLACK,FALSE,,,,1,FALSE,,,
S038-0481,0,0,1,S038-0481,0,EA,"S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7","S.6-02.5X007.44-IBC 5/8"" Plate, 2 1/2"" x 7 7/16""",FALSE,,,,1,FALSE,6049,,
S038-0482,0,0,1,S038-0482,0,EA,"S.6-03X011.38-IBC 5/8"" Plate, 3"" x 11 3/8""","S.6-03X011.38-IBC 5/8"" Plate, 3"" x 11 3/8""",FALSE,,,,1,FALSE,5917,,
S038-0480,0,0,1,S038-0480,0,EA,ACPF3060,"3"" 7 Ga. Col Prot-frmd-60""",FALSE,,,,1,FALSE,16924,,
S025-0541,0,0,1,S025-0541,0,EA,1421-33002-0 BRACKET,1421-33002-0 BRACKET,FALSE,,,,1,FALSE,,,
Y002-0548,0,0,1,Y002-0548,0,EA,YT441240B-AO CAGE GUARD CENTER ASY 55.63,POWDER COAT CAT BLACK,FALSE,,,,1,FALSE,"5960
15556",,
Y002-0553,0,0,1,Y002-0553,0,EA,YT441278B-AO 6.00 RAD BASE BRACKET ASW 12.37 17.19,,FALSE,,,,1,FALSE,5977,,
S046-0116,0,0,1,S046-0116,0,EA,110-046 4DR-INPUT-STANDOFF BRACKET,110-046 4DR-INPUT-STANDOFF BRACKET,FALSE,,,,1,FALSE,8844,,
S025-0543,0,0,1,S025-0543,0,EA,1418-01085-0S COVER,1418-01085-0S COVER,FALSE,,,,1,FALSE,6181,,
S025-0544,0,0,1,S025-0544,0,EA,1418-03111-0 COVER,1418-03111-0-32753-0 COOLING SYSTEM COVER,FALSE,,,,1,FALSE,6182,,
S025-0546,0,0,1,S025-0546,0,EA,1418-03113-0S SPACER,1418-03113-0-42757-0 SPACER,FALSE,,,,1,FALSE,6184,,
S025-0563,0,0,1,S025-0563,0,EA,1568-03100-0S SPACER,1568-03100-0S SPACER,FALSE,,,,1,FALSE,9106,,
S025-0573,0,0,1,S025-0573,0,EA,1568-62118-0S COVER,1568-62118-0-32162-0 DASH BOARD (COVER),FALSE,,,,1,FALSE,9133,,
S025-0550,0,0,1,S025-0550,0,EA,1418-09197-0S PLATE,1418-09197-0-32786-0 ELECTRICAL EQUIPMENT PLATE,FALSE,,,,1,FALSE,6188,,
S025-0552,0,0,1,S025-0552,0,EA,1418-36172-0S PLATE,1418-36172-0 RAW PLATE,FALSE,,,,1,FALSE,6190,,
S025-0569,0,0,1,S025-0569,0,EA,1568-61434-0S COVER,1568-61434-0S COVER,FALSE,,,,1,FALSE,9701,,
M026-0483,0,0,1,M026-0483,0,EA,X3918700 ECO MID INNER CASING CAP (0003-9187-00S3),X3918700 ECO MID INNER CASING CAP LXH-200 (DRAWING 0003-9187-00S3),FALSE,,,,1,FALSE,8890,,
S025-0558,0,0,1,S025-0558,0,EA,1418-36180-0 BRACKET,1418-36180-0 BRACKET,FALSE,,,,1,FALSE,7498,,
S025-0559,0,0,1,S025-0559,0,EA,1418-62001-0S COVER,1418-62001-0-40170-0 DASH BOARD (COVER),FALSE,,,,1,FALSE,7499,,
S025-0560,0,0,1,S025-0560,0,EA,1418-62002-0S COVER,1418-62002-0-40171-0 DASH BOARD (COVER),FALSE,,,,1,FALSE,7500,,
E024-0004,0,0,1,E024-0004,0,EA,FORM ANGLE BRKT WITH HARDWARE,FORM ANGLE BRKT WITH HARDWARE,FALSE,,,,1,FALSE,15750,,
S025-0575,0,0,1,S025-0575,0,EA,1421-09061-0 BRACKET,1421-09061-0-30364-0 ELECTRICAL EQUIPMENT (BRACKET),FALSE,,,,1,FALSE,8868,,
S038-0506,0,0,1,S038-0506,0,EA,FP-FL2-S,"10 ga Shim - 5"" X 7"" -",FALSE,,,,1,FALSE,7060,,
C006-0647,0,0,1,C006-0647,0,EA,202-9334-00,"202-9334-00 STRAP, SYSTEM SUPPORT MID-RANGE GUARDIAN BULK",FALSE,,,,1,FALSE,,,
T042-0008,0,0,1,T042-0008,0,EA,.25X1X4.5 FLAT BAR,.25X1X4.5 FLAT BAR,FALSE,,,,1,FALSE,8447,,
S025-0577,0,0,1,S025-0577,0,EA,1568-03107-0 BRACKET,1568-03107-0 BRACKET,FALSE,,,,1,FALSE,9700,,
S038-0514,0,0,1,S038-0514,0,EA,GR-BASE-6X10,"GR BASE 1/2"" X 6"" X 10"" -",FALSE,,,,1,FALSE,6433,,
L005-0521,0,0,1,L005-0521,0,EA,UNIVERSAL TANK STAND BRACKET,UNIVERSAL TANK STAND BRACKET,FALSE,,,,1,FALSE,13483,,
M026-0488,0,0,1,M026-0488,0,EA,4044-9167-00S3 ECO. MIDDLE INNER CASING CAP,4044-9167-00S3 ECO. MIDDLE INNER CASING CAP,FALSE,,,,1,FALSE,6473,,
R024-0014,0,0,1,R024-0014,0,EA,2B-14332 FD,2B-14332 FD INSTRUMENT PANEL 9 X 18,FALSE,,,,1,FALSE,8039,,
K006-0030,0,0,1,K006-0030,0,EA,200904-1,"Roll Bar Mount, Bottom Cover, 0.063 Alum, Length 8.39"",Satin Black powder coat finish",FALSE,,,,1,FALSE,,,
K006-0032,0,0,1,K006-0032,0,EA,200901,"Roll Bar Mount, Left side, 0.125 Alum, Satin Black powder coat finish",FALSE,,,,1,FALSE,,,
K006-0033,0,0,1,K006-0033,0,EA,200902,"Roll Bar Mount, Right side, 0.125 Alum, Satin Black powder coat finish",FALSE,,,,1,FALSE,,,
S038-0824,0,0,1,S038-0824,0,EA,"F.8X7-017-IBC-BASE FLAT 3/4"" X 7"" -17""","F.8X7-017-IBC-BASE FLAT 3/4"" X 7"" -17""",FALSE,,,,1,FALSE,11731,,
S002-1032,0,0,1,S002-1032,0,EA,"609415 PLATE, GEARBOX MNT-SIDE","609415 PLATE, GEARBOX MNT-SIDE",FALSE,,,,1,FALSE,11750,,
Y002-0626,0,0,1,Y002-0626,0,EA,YT447477 PUSHPAD EXP 26R 11.00 14.25 11G HSLAS GR5,YT447477 PUSHPAD EXP 26R 11.00 14.25 11G HSLAS GR50,FALSE,,,,1,FALSE,11762,,
E004-0154,0,0,1,E004-0154,0,EA,6 DEBRIS CATCHER BOTTOM,6 DEBRIS CATCHER BOTTOM,FALSE,,,,1,FALSE,12274,,
E004-0157,0,0,1,E004-0157,0,EA,8 DEBRIS CATCHER BODY,8 DEBRIS CATCHER BODY,FALSE,,,,1,FALSE,12277,,
E004-0148,0,0,1,E004-0148,0,EA,10� Debris Catcher Bottom,10� Debris Catcher Bottom,FALSE,,,,1,FALSE,14466,,
E004-0149,0,0,1,E004-0149,0,EA,10� Grit Catcher Body,10� Grit Catcher Body,FALSE,,,,1,FALSE,14467,,
E004-0150,0,0,1,E004-0150,0,EA,10� Grit Catcher Bottom,10� Grit Catcher Bottom,FALSE,,,,1,FALSE,14468,,
E004-0151,0,0,1,E004-0151,0,EA,12� Debris Catcher Body,12� Debris Catcher Body,FALSE,,,,1,FALSE,14469,,
E004-0152,0,0,1,E004-0152,0,EA,12� Debris Catcher Bottom,12� Debris Catcher Bottom,FALSE,,,,1,FALSE,14470,,
E004-0153,0,0,1,E004-0153,0,EA,6 DEBRIS CATCHER BODY,6 DEBRIS CATCHER BODY,FALSE,,,,1,FALSE,12272,,
S046-0124,0,0,1,S046-0124,0,EA,PM130-POWERMETER-BRKT,PM130-POWERMETER-BRKT,FALSE,,,,1,FALSE,8845,,
S046-0125,0,0,1,S046-0125,0,EA,400-CT-BRKT,400-CT-BRKT,FALSE,,,,1,FALSE,8846,,
P013-0299,0,0,1,P013-0299,0,EA,01-000030-B-375 BEARING BLOCK,01-000030-B-375 BEARING BLOCK,FALSE,,,,1,FALSE,7103,,
S025-0578,0,0,1,S025-0578,0,EA,1418-43085-0-40543-0 Vibrating Roll Shim,1418-43085-0-40543-0 Vibrating Roll Shim,FALSE,,,,1,FALSE,7834,,
Y002-0584,0,0,1,Y002-0584,0,EA,YT449057 DRIVE CHANNELSUPPORT ASW 16.2743.27 .312,DRIVE CHANNELSUPPORT ASW 16.2743.27 .312,FALSE,,,,1,FALSE,,,
Y002-0585,0,0,1,Y002-0585,0,EA,YT449058-AO DRIVE CHANNELSUPPORT ASW 20.1823.36 .3,YT449058-AO DRIVE CHANNELSUPPORT ASW 20.1823.36 .312,FALSE,,,,1,FALSE,8628,,
S025-0580,0,0,1,S025-0580,0,EA,1568-09314-0-42345-0,1568-09314-0-42345-0,FALSE,,,,1,FALSE,10132,,
A029-0229,0,0,1,A029-0229,0,EA,70500027A VG-205-A-14-S Bracket,70500027A VG-205-A-14-S Bracket,FALSE,,,,1,FALSE,,,
S038-0561,0,0,1,S038-0561,0,EA,"F.8X7-019-IBC-BASE Flat, 3/4"" x 7"" - 19""","F.8X7-019-IBC-BASE Flat, 3/4"" x 7"" - 19""",FALSE,,,,1,FALSE,8834,,
S038-0562,0,0,1,S038-0562,0,EA,HS11-05.13X007-KBSAMPLE4,HS11-05.13X007-KBSAMPLE4,FALSE,,,,1,FALSE,8835,,
R024-0017,0,0,1,R024-0017,0,EA,2B 14434 FD INSTRUMENT PANEL 9X18 ELECTRONIC,2B 14434 FD INSTRUMENT PANEL 9X18 ELECTRONIC,FALSE,,,,1,FALSE,8020,,
K016-0196,0,0,1,K016-0196,0,EA,IF-XX000-124 LIFTING BRKT LH-BT,IF-XX000-124 LIFTING BRKT LH-BT,FALSE,,,,1,FALSE,,,
S038-0598,0,0,1,S038-0598,0,EA,"HC-135-0606 CAP, 10 GA. x 6 x 6","HC-135-0606 CAP, 10 GA. x 6 x 6",FALSE,,,,1,FALSE,8618,,
Y002-0606,0,0,1,Y002-0606,0,EA,YT449216 SIDEFRAME LIFTING BAR,YT449216 SIDEFRAME LIFTING BAR,FALSE,,,,1,FALSE,9425,,
Y002-0607,0,0,1,Y002-0607,0,EA,YT449224 SIDEFRAME LIFTING BAR 2.06 10.33 .625,YT449224 SIDEFRAME LIFTING BAR 2.06 10.33 .625,FALSE,,,,1,FALSE,9426,,
S038-0844,0,0,1,S038-0844,0,EA,"HFP-625-1818-4H FOOT PLATE, 5/8""X18X18, 4 HOLES","HFP-625-1818-4H FOOT PLATE, 5/8""X18X18, 4 HOLES",FALSE,,,,1,FALSE,12087,,
B022-0280,0,0,1,B022-0280,0,EA,3394 DOOR LEFT,3394 DOOR LEFT,FALSE,,,,1,FALSE,8031,,
S038-0600,0,0,1,S038-0600,0,EA,KP-SP KICK PLATE SPLICE CLIP,KP-SP KICK PLATE SPLICE CLIP,FALSE,,,,1,FALSE,8622,,
S038-0601,0,0,1,S038-0601,0,EA,RSD-1 RAILING SADDLE CLIP,RSD-1 RAILING SADDLE CLIP,FALSE,,,,1,FALSE,8620,,
S038-0661,0,0,1,S038-0661,0,EA,"CLIP-PLCAG1.5 10 Ga. 5 1/2"" X 4 3/4""","CLIP-PLCAG1.5 10 Ga. 5 1/2"" X 4 3/4""",FALSE,,,,1,FALSE,9472,,
H005-0087,0,0,1,H005-0087,0,EA,DIVA SHIM .008,DIVA SHIM .008,FALSE,,,,1,FALSE,8517,,
S038-0697,0,0,1,S038-0697,0,EA,"CAP-4C-BLANK Sheet, 10Ga. 3 3/4"" x 5 3/8""","CAP-4C-BLANK Sheet, 10Ga. 3 3/4"" x 5 3/8""",FALSE,,,,1,FALSE,10483,,
S038-0940,0,0,1,S038-0940,0,EA,KP-SP-6,"KICK PLATE SPLICE CLIP 6"" LONG",FALSE,,,,1,FALSE,14237,,
S038-0597,0,0,1,S038-0597,0,EA,LC-CP (LANDING COLUMN CAP PLATE),LC-CP (LANDING COLUMN CAP PLATE),FALSE,,,,1,FALSE,8617,,
S038-0611,0,0,1,S038-0611,0,EA,"CLIP-IA-FL-7GA Sheet, HS 7 Ga. 4 3/16""x12 1/2""","CLIP-IA-FL-7GA Sheet, HS 7 Ga. 4 3/16""x12 1/2""",FALSE,,,,1,FALSE,8745,,
S038-0620,0,0,1,S038-0620,0,EA,"CLIP-IA-FL-7GA-HOLES Sheet, HS 7Ga. 4 3/16""x 12 1/","CLIP-IA-FL-7GA-HOLES Sheet, HS 7Ga. 4 3/16""x 12 1/2""",FALSE,,,,1,FALSE,8903,,
S038-0625,0,0,1,S038-0625,0,EA,"FRITO-ANGLE Sheet, HS 10Ga. 4 1/4"" x 103""","FRITO-ANGLE Sheet, HS 10Ga. 4 1/4"" x 103""",FALSE,,,,1,FALSE,9025,,
Y002-0598,0,0,1,Y002-0598,0,EA,YT448618-AO DRIVE CHANNEL SUPPORT ASW 15.90 43.08,YT448618-AO DRIVE CHANNEL SUPPORT ASW 15.90 43.08 .312,FALSE,,,,1,FALSE,9090,,
Y002-0599,0,0,1,Y002-0599,0,EA,YT448619-AO DRIVE CHANNEL SUPPORT 18.72 22.97 .312,YT448619-AO DRIVE CHANNEL SUPPORT 18.72 22.97 .312,FALSE,,,,1,FALSE,9091,,
Y002-0600,0,0,1,Y002-0600,0,EA,YT448620-AO DRIVE SHAFT BASE4 21.98 35.37 .312,YT448620-AO DRIVE SHAFT BASE4 21.98 35.37 .312,FALSE,,,,1,FALSE,9092,,
S038-0688,0,0,1,S038-0688,0,EA,"KBBP-75-3 BACKER PLATE, 3/4""X5""X8"", 4HOLES, 3"" GAG","KBBP-75-3 BACKER PLATE, 3/4""X5""X8"", 4HOLES, 3"" GAGE",FALSE,,,,1,FALSE,,,
S038-0643,0,0,1,S038-0643,0,EA,"FP-8X8X.5-.63 Footpad, 1/2x8x8, (4) 5/8"" Holes","FP-8X8X.5-.63 Footpad, 1/2x8x8, (4) 5/8"" Holes",FALSE,,,,1,FALSE,9401,,
M026-0505,0,0,1,M026-0505,0,EA,"4005-2500-00S3 SUPPORT LX(H)250/300-16,LX(H)300-07","4005-2500-00S3 SUPPORT LX(H)250/300-16,LX(H)300-07",FALSE,,,,1,FALSE,9361,,
S038-0646,0,0,1,S038-0646,0,EA,WELD-COUPON FLAT 4X4X.3 - PAGE 5,WELD-COUPON FLAT 4X4X.3 - PAGE 5,FALSE,,,,1,FALSE,9406,,
S038-0649,0,0,1,S038-0649,0,EA,AWS TEST PLATE A - PAGE 1,AWS TEST PLATE A - PAGE 1,FALSE,,,,1,FALSE,9403,,
S038-0659,0,0,1,S038-0659,0,EA,"FP-6X9X.5-.63 FOOTPAD, 1/2"" X 6 X 9"", (4) 5/8"" HOL","FP-6X9X.5-.63 FOOTPAD, 1/2"" X 6 X 9"", (4) 5/8"" HOLES",FALSE,,,,1,FALSE,9449,,
A053-0022,0,0,1,A053-0022,0,EA,52830 61700 SDG220,"52830 61700 Cover, Duct SDG220",FALSE,,,,1,FALSE,15055,,
A053-0024,0,0,1,A053-0024,0,EA,52350 35130 Cover SDG220,52350 35130 Cover SDG220,FALSE,,,,1,FALSE,"15057
15058
15059",,
A053-0025,0,0,1,A053-0025,0,EA,52350 66030 Cover SDG220,52350 66030 Cover SDG220,FALSE,,,,1,FALSE,15061,,
A053-0027,0,0,1,A053-0027,0,EA,52160 42410 Bracket SDG220,52160 42410 Bracket SDG220,FALSE,,,,1,FALSE,15062,,
A053-0030,0,0,1,A053-0030,0,EA,52100 59530 Cover SDG220,52100 59530 Cover SDG220,FALSE,,,,1,FALSE,15072,,
A053-0032,0,0,1,A053-0032,0,EA,52160 42310 Bracket SDG220,52160 42310 Bracket SDG220,FALSE,,,,1,FALSE,15081,,
A053-0066,0,0,1,A053-0066,0,EA,"52370 71010 Duct, Intake SDG220","52370 71010 Duct, Intake (galv) SDG220",FALSE,,,,1,FALSE,15138,,
A053-0033,0,0,1,A053-0033,0,EA,52160 42110 Bracket SDG220,52160 42110 Bracket SDG220,FALSE,,,,1,FALSE,15082,,
A053-0037,0,0,1,A053-0037,0,EA,52230 51100 Cover SDG220,52230 51100 Cover SDG220,FALSE,,,,1,FALSE,15086,,
S046-0353,0,0,1,S046-0353,0,EA,"105-205 PANEL, SP-1813-BEPOC-WECON, HMI PLATE","105-205 PANEL, SP-1813-BEPOC-WECON, HMI PLATE",FALSE,,,,1,FALSE,14954,,
A053-0043,0,0,1,A053-0043,0,EA,52450 15040 Door SDG220,52450 15040 Door SDG220,FALSE,,,,1,FALSE,15099,,
S025-0579,0,0,1,S025-0579,0,EA,3934-12083-0 CLAMP,3934-12083-0 CLAMP,FALSE,,,,1,FALSE,9703,,
S002-1035,0,0,1,S002-1035,0,EA,624225 ENGAGEMENT; BOX; CS; WMT,624225 ENGAGEMENT; BOX; CS; WMT,FALSE,,,,1,FALSE,11763,,
S002-1033,0,0,1,S002-1033,0,EA,624165 PLATE; CHAIN; GUARD; BUMPER,624165 PLATE; CHAIN; GUARD; BUMPER,FALSE,,,,1,FALSE,11760,,
S002-1036,0,0,1,S002-1036,0,EA,624223 ENGAGEMENT; BOX; SS; WMT,624223 ENGAGEMENT; BOX; SS; WMT,FALSE,,,,1,FALSE,11768,,
K016-0530,0,0,1,K016-0530,0,EA,Tube PLT (B) PX - E3 - 86x3,UXF-PX200E3-106   Tube PLT (B) PX - E3 - 86x3,FALSE,,,,1,FALSE,12084,,
S002-1011,0,0,1,S002-1011,0,EA,623912 PLATE; CONTROL PANEL; FRONT,623912 PLATE; CONTROL PANEL; FRONT,FALSE,,,,1,FALSE,10763,,
S002-1010,0,0,1,S002-1010,0,EA,623917 PLATE; CAB; ROOF,623917 PLATE; CAB; ROOF,FALSE,,,,1,FALSE,10762,,
S002-1013,0,0,1,S002-1013,0,EA,"613307 HANDRAIL, CAB","613307 HANDRAIL, CAB",FALSE,,,,1,FALSE,,,
H030-0070,0,0,1,H030-0070,0,EA,900-1801,1.5_MCWF05,FALSE,,,,1,FALSE,16025,,
S038-0724,0,0,1,S038-0724,0,EA,"SHIM.125-13 Shim, 1/8"" X 10"" X 10"", (8) 5/8"" Holes","SHIM.125-13 Shim, 1/8"" X 10"" X 10"", (8) 5/8"" Holes",FALSE,,,,1,FALSE,11096,,
S038-0732,0,0,1,S038-0732,0,EA,FP-10X10X.5-.63-8H,"FP-10X10X.5-.63-8H Footpad, 1/2"" x 10"" x 10"", (8) 5/8"" Holes",FALSE,,,,1,FALSE,11121,,
S038-0734,0,0,1,S038-0734,0,EA,"SHIM.125-05 SHIM, 1/8""X7""X8"",(2)5/8""HOLES,(1)7/8""H","SHIM.125-05 SHIM, 1/8""X7""X8"",(2)5/8""HOLES,(1)7/8""HOLE",FALSE,,,,1,FALSE,11211,,
S046-0484,0,0,1,S046-0484,0,EA,145-032,300-036-170AFE-BAF-PLT,FALSE,,,,1,FALSE,16708,,
S046-0468,0,0,1,S046-0468,0,EA,110-228,LAD-FA12-OUTPUT-STANDOFF,FALSE,,,,1,FALSE,16415,,
S038-0796,0,0,1,S038-0796,0,EA,"SHIM.125-24 Shim, 1/8"" X 5"" X 7"", (2) 5/8"" holes","SHIM.125-24 Shim, 1/8"" X 5"" X 7"", (2) 5/8"" holes",FALSE,,,,1,FALSE,11520,,
S038-0802,0,0,1,S038-0802,0,EA,"SHIM.06-04 SHIM, 1/16""X5""X7, (2) 5/8"" HOLES","SHIM.06-04 SHIM, 1/16""X5""X7, (2) 5/8"" HOLES",FALSE,,,,1,FALSE,11577,,
S046-0485,0,0,1,S046-0485,0,EA,145-033,300-036 BAFFLE DIVIDER,FALSE,,,,1,FALSE,16709,,
S038-0834,0,0,1,S038-0834,0,EA,CLIP-IT10-227572 IT10 CLIP WITH EXTRA HOLE,CLIP-IT10-227572 IT10 CLIP WITH EXTRA HOLE,FALSE,,,,1,FALSE,11829,,
C026-0037,0,0,1,C026-0037,0,EA,200622,COVER,FALSE,,,,1,FALSE,16454,,
S038-0828,0,0,1,S038-0828,0,EA,"GD-F.3X3.5-009 Flat, 1/4"" 3 1/2"" - 9""","GD-F.3X3.5-009 Flat, 1/4"" 3 1/2"" - 9""",FALSE,,,,1,FALSE,,,
S038-0829,0,0,1,S038-0829,0,EA,"RM-5-HG RAIL MOUNT CLIP, 5"" OFFSET HIGH GUARD","RM-5-HG RAIL MOUNT CLIP, 5"" OFFSET HIGH GUARD",FALSE,,,,1,FALSE,,,
S038-0832,0,0,1,S038-0832,0,EA,S.3-07X008-6X7FPSBASE,"S.3-07X008-6X7FPSBASE Sheet, 1/4"" -7"" x 8"" FPS Base",FALSE,,,,1,FALSE,,,
K016-0529,0,0,1,K016-0529,0,EA,UXF-PX200UXF-PX200E3-105E3-105,UXF-PX200E3-105,FALSE,,,,1,FALSE,12083,,
S038-0836,0,0,1,S038-0836,0,EA,"FP-10X10X.5-.88 FOOTPLATE 1/2""-10""X10""","FP-10X10X.5-.88 FOOTPLATE 1/2""-10""X10""",FALSE,,,,1,FALSE,11796,,
S038-0837,0,0,1,S038-0837,0,EA,"H3-FP7.5W SHEET 1/4""-6 X 11-1/2 FPS BASE","H3-FP7.5W SHEET 1/4""-6 X 11-1/2 FPS BASE",FALSE,,,,1,FALSE,11797,,
S038-0839,0,0,1,S038-0839,0,EA,"SHIM.125-23 SHIM, 1/8"" (11GA) 5""X8""-(4) 5/8 HOLES","SHIM.125-23 SHIM, 1/8"" (11GA) 5""X8""-(4) 5/8 HOLES",FALSE,,,,1,FALSE,11827,,
C057-0004,0,0,1,C057-0004,0,EA,6 X 8 DRIVER CAGE,"MWS-Armored Transport 6x8 Driver Warehouse
Cage w/ Service Window / Push Bar Egress, PC
Black Finish, Exit Door and hardware provided by
Cages 4.",FALSE,,,,1,FALSE,,,
M026-0549,0,0,1,M026-0549,0,EA,1505-6528-00S3,1505-6528-00S3,FALSE,,,,1,FALSE,12394,,
S002-1047,0,0,1,S002-1047,0,EA,604557 FC; BRACKET; SKIRT SUPPORT,604557 FC; BRACKET; SKIRT SUPPORT,FALSE,,,,1,FALSE,12417,,
S002-1048,0,0,1,S002-1048,0,EA,604558 FC; BRACKET; SIDE SUPPORT; MIDDLE,604558 FC; BRACKET; SIDE SUPPORT; MIDDLE,FALSE,,,,1,FALSE,12418,,
S002-1044,0,0,1,S002-1044,0,EA,605206 FC; BRACKET; SKIRT SUPPORT; REAR; W/ HOLES,605206 FC; BRACKET; SKIRT SUPPORT; REAR; W/ HOLES,FALSE,,,,1,FALSE,12412,,
S002-1045,0,0,1,S002-1045,0,EA,604710 FC; PLATE; SIDE,604710 FC; PLATE; SIDE,FALSE,,,,1,FALSE,12413,,
S002-1046,0,0,1,S002-1046,0,EA,604559 FC; BRACKET; SIDE SUPPORT; MIDDLE OPPOSITE,604559 FC; BRACKET; SIDE SUPPORT; MIDDLE OPPOSITE,FALSE,,,,1,FALSE,12416,,
